Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;28/04/2009;14.21;18.74;23.27;64.55;81.325;98.1;1.016
Juquitiba;29/04/2009;13.07;18.7;24.33;55.23;76.715;98.2;0
Juquitiba;30/04/2009;10.55;18.605;26.66;41.43;69.915;98.4;0.254
Juquitiba;01/05/2009;11.02;18.405;25.79;38.48;68.44;98.4;18.29
Juquitiba;02/05/2009;14.75;18.715;22.68;61.68;79.69;97.7;13.97
Juquitiba;03/05/2009;12.69;16.85;21.01;68.44;83.62;98.8;0
Juquitiba;04/05/2009;13.49;17.615;21.74;67.17;82.485;97.8;0
Juquitiba;05/05/2009;11.55;17.415;23.28;58.79;78.495;98.2;11.68
Juquitiba;06/05/2009;9.62;16.975;24.33;47.46;73.03;98.6;0.254
Juquitiba;07/05/2009;10.16;17.445;24.73;44.11;71.355;98.6;0.254
Juquitiba;08/05/2009;9.82;16.705;23.59;48.6;73;97.4;0.254
Juquitiba;09/05/2009;10.23;17.98;25.73;49;74.35;99.7;0
Juquitiba;10/05/2009;14.48;20.005;25.53;61.92;80.56;99.2;1.016
Juquitiba;11/05/2009;13.01;18.975;24.94;62.59;80.445;98.3;0
Juquitiba;12/05/2009;12.09;19.54;26.99;45.51;71.905;98.3;0.254
Juquitiba;13/05/2009;12.29;20.275;28.26;47.45;72.525;97.6;0
Juquitiba;14/05/2009;13.76;20.845;27.93;53.2;75.95;98.7;0
Juquitiba;15/05/2009;15.62;21.405;27.19;38.55;66.275;94;7.37
Juquitiba;16/05/2009;11.82;15.58;19.34;78;87.25;96.5;2.54
Juquitiba;17/05/2009;10.09;14.445;18.8;58.07;79.035;100;0
Juquitiba;18/05/2009;10.55;15.98;21.41;63.82;81.21;98.6;0
Juquitiba;19/05/2009;13.21;19.03;24.85;51.46;74.43;97.4;0
Juquitiba;20/05/2009;13.61;18.845;24.08;53.64;75.72;97.8;0
Juquitiba;21/05/2009;13.55;17.245;20.94;67.91;82.305;96.7;0
Juquitiba;22/05/2009;12.09;18.805;25.52;52;75.15;98.3;0
Juquitiba;23/05/2009;8.89;17.105;25.32;41.36;69.88;98.4;0
Juquitiba;24/05/2009;8.75;16.805;24.86;41.9;70.2;98.5;0.254
Juquitiba;25/05/2009;8.82;17.335;25.85;46.11;73.055;100;0.254
Juquitiba;26/05/2009;10.76;18.545;26.33;51.34;75.67;100;2.54
Juquitiba;27/05/2009;15.08;20.775;26.47;56.83;76.665;96.5;5.08
Juquitiba;28/05/2009;16.42;20.41;24.4;67.68;82.14;96.6;0.254
Juquitiba;29/05/2009;15.15;18.445;21.74;81.6;89.5;97.4;2.286
Juquitiba;30/05/2009;13.95;15.215;16.48;88.9;92.85;96.8;1.778
Juquitiba;31/05/2009;14.48;18.01;21.54;71.5;85.3;99.1;0.254
Juquitiba;01/06/2009;9.68;17.41;25.14;57.17;75.285;93.4;1.016
Juquitiba;02/06/2009;2.939;92.045;15.47;55.87;76.485;97.1;0
Juquitiba;03/06/2009;2.872;9.331;15.79;50.16;73.88;97.6;0
Juquitiba;04/06/2009;1.464;9.127;16.79;43.67;71.085;98.5;0.254
Juquitiba;05/06/2009;1.537;113.735;21.21;26.31;62.455;98.6;0.254
Juquitiba;06/06/2009;4.817;148.735;24.93;42.44;70.57;98.7;0.508
Juquitiba;07/06/2009;9.42;14.775;20.13;50.03;74.215;98.4;0
Juquitiba;08/06/2009;7.15;12.47;17.79;57.26;77.83;98.4;0
Juquitiba;09/06/2009;7.28;13.875;20.47;55.25;76.775;98.3;0
Juquitiba;10/06/2009;7.75;16.07;24.39;39.89;69.145;98.4;0
Juquitiba;11/06/2009;10.43;13.525;16.62;86;92.2;98.4;26.92
Juquitiba;12/06/2009;13.41;16.575;19.74;72.9;85.2;97.5;1.778
Juquitiba;13/06/2009;10.54;12.645;14.75;88.3;94.15;100;0.508
Juquitiba;14/06/2009;9.35;12.71;16.07;71.7;85.25;98.8;1.778
Juquitiba;15/06/2009;8.08;12.51;16.94;66.72;82.46;98.2;0.254
Juquitiba;16/06/2009;8.89;14.715;20.54;59.33;78.765;98.2;0
Juquitiba;17/06/2009;10.75;15.815;20.88;60.28;78.79;97.3;0
Juquitiba;18/06/2009;5.003;127.665;20.53;38.37;68.335;98.3;0.254
Juquitiba;19/06/2009;5.07;12.795;20.52;47;72.7;98.4;0
Juquitiba;20/06/2009;8.42;14.745;21.07;53.57;75.985;98.4;0
Juquitiba;21/06/2009;10.22;16.045;21.87;57.38;77.69;98;0
Juquitiba;22/06/2009;7.88;15.905;23.93;44.78;71.59;98.4;0.254
Juquitiba;23/06/2009;7.02;15.805;24.59;32.73;65.615;98.5;0
Juquitiba;24/06/2009;7.15;15.275;23.4;32.94;65.07;97.2;0
Juquitiba;25/06/2009;14.28;18.245;22.21;55.25;76.225;97.2;5.842
Juquitiba;26/06/2009;13.22;14.385;15.55;91.9;94.65;97.4;8.38
Juquitiba;27/06/2009;12.69;14.55;16.41;82.1;89.8;97.5;1.778
Juquitiba;28/06/2009;12.82;14.85;16.88;82.7;89.9;97.1;6.35
Juquitiba;29/06/2009;13.01;15.67;18.33;75.8;86.7;97.6;1.016
Juquitiba;30/06/2009;11.09;18.14;25.19;44.17;70.685;97.2;0.254
Juquitiba;01/07/2009;11.29;17.155;23.02;60.07;78.885;97.7;1.778
Juquitiba;02/07/2009;12.49;18.74;24.99;54.22;76.16;98.1;6.35
Juquitiba;03/07/2009;11.48;14.12;16.76;91.9;95.2;98.5;7.37
Juquitiba;04/07/2009;11.08;14.01;16.94;79.2;88.85;98.5;0
Juquitiba;05/07/2009;11.75;15.61;19.47;65.83;82.065;98.3;0
Juquitiba;06/07/2009;12.15;15.875;19.6;69.98;83.44;96.9;0.254
Juquitiba;07/07/2009;10.95;16.01;21.07;63.62;80.96;98.3;0.254
Juquitiba;08/07/2009;9.76;17.475;25.19;47.19;72.795;98.4;0
Juquitiba;09/07/2009;9.89;17.44;24.99;45.65;71.625;97.6;0.254
Juquitiba;10/07/2009;11.55;18.51;25.47;40.5;68.75;97;0
Juquitiba;11/07/2009;13.95;16.89;19.83;71.8;84.45;97.1;53.09
Juquitiba;12/07/2009;8.81;11.845;14.88;90.7;94;97.3;62.99
Juquitiba;13/07/2009;6.412;10.571;14.73;67.34;82.92;98.5;1.524
Juquitiba;14/07/2009;6.412;14.271;22.13;32.4;65.35;98.3;0
Juquitiba;15/07/2009;6.814;13.307;19.8;56.66;76.93;97.2;1.27
Juquitiba;16/07/2009;11.95;12.985;14.02;90.9;93.8;96.7;0
Juquitiba;17/07/2009;10.49;17.84;25.19;47.72;73.01;98.3;0
Juquitiba;18/07/2009;10.69;18.245;25.8;43.24;70.82;98.4;0.254
Juquitiba;19/07/2009;12.15;18.12;24.09;57.52;77.31;97.1;0.508
Juquitiba;20/07/2009;11.01;12.65;14.29;85.8;91.75;97.7;3.048
Juquitiba;21/07/2009;7.54;11.31;15.08;68.94;83.67;98.4;1.016
Juquitiba;22/07/2009;9.29;15.215;21.14;60.6;79.4;98.2;0
Juquitiba;23/07/2009;12.62;20.18;27.74;38.82;66.26;93.7;0
Juquitiba;24/07/2009;11.21;13.92;16.63;88.7;93;97.3;33.53
Juquitiba;25/07/2009;10.48;11.315;12.15;93.9;95.8;97.7;18.29
Juquitiba;26/07/2009;10.88;12.11;13.34;93.1;95.5;97.9;29.21
Juquitiba;27/07/2009;12.69;16.445;20.2;78.2;88.1;98;30.73
Juquitiba;28/07/2009;13.54;16.94;20.34;82.8;90.2;97.6;4.318
Juquitiba;29/07/2009;14.15;16.35;18.55;89;93.4;97.8;27.43
Juquitiba;30/07/2009;12.88;16.15;19.42;89.6;93.85;98.1;9.91
Juquitiba;31/07/2009;12.02;19.035;26.05;92.1;96.05;100;1.778
Juquitiba;01/08/2009;12.77;20.425;28.08;92.1;96.05;100;1.016
Juquitiba;02/08/2009;11.22;18.3;25.38;81;90.5;100;0
Juquitiba;03/08/2009;12.23;18.06;23.89;48.75;74.375;100;0.254
Juquitiba;04/08/2009;12.02;18.58;25.14;52.48;72.94;93.4;0
Juquitiba;05/08/2009;12.09;15.58;19.07;65.46;81.18;96.9;0
Juquitiba;06/08/2009;13.42;20.64;27.86;24.9;60.35;95.8;0
Juquitiba;07/08/2009;14.15;21.475;28.8;37.01;66.705;96.4;0
Juquitiba;08/08/2009;13.16;18.615;24.07;63.8;80.95;98.1;0.254
Juquitiba;09/08/2009;10.75;19.875;29;28.38;63.34;98.3;0
Juquitiba;10/08/2009;10.89;19.24;27.59;29.51;63.055;96.6;0
Juquitiba;11/08/2009;11.01;16.71;22.41;47.21;71.755;96.3;2.032
Juquitiba;12/08/2009;10.15;12.715;15.28;79.3;88;96.7;1.016
Juquitiba;13/08/2009;10.15;13.77;17.39;68.2;83.1;98;0.254
Juquitiba;14/08/2009;6.211;154.355;24.66;50.81;74.805;98.8;0
Juquitiba;15/08/2009;4.884;15.602;26.32;17.87;58.385;98.9;0
Juquitiba;16/08/2009;5.622;16.006;26.39;28.04;62.32;96.6;0.254
Juquitiba;17/08/2009;9.16;17.975;26.79;29.38;62.99;96.6;0
Juquitiba;18/08/2009;9.56;18.85;28.14;34.87;65.835;96.8;8.38
Juquitiba;19/08/2009;15.62;18.05;20.48;73.9;85.25;96.6;11.94
Juquitiba;20/08/2009;14.95;18.045;21.14;63.82;78.56;93.3;1.524
Juquitiba;21/08/2009;11.68;16.545;21.41;69.52;83.16;96.8;37.08
Juquitiba;22/08/2009;9.68;11.78;13.88;80.2;88.35;96.5;3.048
Juquitiba;23/08/2009;10.16;11.95;13.74;81.1;88.6;96.1;0.508
Juquitiba;24/08/2009;11.29;13.855;16.42;77.1;87.35;97.6;3.302
Juquitiba;25/08/2009;13.61;16.145;18.68;80.1;88.9;97.7;0.508
Juquitiba;26/08/2009;13.29;14.99;16.69;86.6;91.75;96.9;4.064
Juquitiba;27/08/2009;13.14;16.64;20.14;64.56;79.13;93.7;0
Juquitiba;28/08/2009;10.48;17.74;25;47.19;72.745;98.3;0
Juquitiba;29/08/2009;6.68;16.305;25.93;28.38;63.39;98.4;0
Juquitiba;30/08/2009;8.02;17.44;26.86;35.34;66.87;98.4;0.254
Juquitiba;31/08/2009;7.08;17.57;28.06;16.8;57.7;98.6;0
Juquitiba;01/09/2009;7.95;18.205;28.46;21.21;59.855;98.5;0
Juquitiba;02/09/2009;11.76;20.745;29.73;24.83;60.865;96.9;0.254
Juquitiba;03/09/2009;13.63;22.31;30.99;27.37;62.385;97.4;0
Juquitiba;04/09/2009;14.75;22.51;30.27;34.27;65.835;97.4;35.05
Juquitiba;05/09/2009;14.55;18.02;21.49;71.3;84.35;97.4;14.99
Juquitiba;06/09/2009;15.29;20.18;25.07;56.43;76.915;97.4;0.254
Juquitiba;07/09/2009;15.75;18.02;20.29;79.1;88;96.9;30.73
Juquitiba;08/09/2009;16.56;21.875;27.19;46.25;70.925;95.6;0.254
Juquitiba;09/09/2009;15.55;18.12;20.69;77.8;87.4;97;51.05
Juquitiba;10/09/2009;15.62;20.185;24.75;62.27;79.835;97.4;10.67
Juquitiba;11/09/2009;14.62;16.88;19.14;86.8;92.25;97.7;2.286
Juquitiba;12/09/2009;15.02;18.215;21.41;77.7;87.75;97.8;1.016
Juquitiba;13/09/2009;13.36;19.915;26.47;49.2;73.7;98.2;0
Juquitiba;14/09/2009;13.81;21.57;29.33;37.34;67.72;98.1;5.842
Juquitiba;15/09/2009;14.09;16.185;18.28;84.5;91;97.5;17.53
Juquitiba;16/09/2009;14.68;16.515;18.35;82.8;90;97.2;0.254
Juquitiba;17/09/2009;14.88;19.54;24.2;54.16;75.38;96.6;0.254
Juquitiba;18/09/2009;14.62;17.515;20.41;73.5;85.3;97.1;0.254
Juquitiba;19/09/2009;15.15;20.24;25.33;66.75;81.875;97;4.064
Juquitiba;20/09/2009;17.49;21.39;25.29;58.73;77.515;96.3;0.508
Juquitiba;21/09/2009;15.35;16.985;18.62;83.6;89.95;96.3;1.524
Juquitiba;22/09/2009;14.48;15.685;16.89;90.1;93.55;97;17.02
Juquitiba;23/09/2009;14.62;17.35;20.08;82.5;90.05;97.6;9.91
Juquitiba;24/09/2009;13.09;16.825;20.56;73;85.1;97.2;21.34
Juquitiba;25/09/2009;11.35;13.35;15.35;83.7;90.45;97.2;1.524
Juquitiba;26/09/2009;11.75;14.74;17.73;69.18;82.14;95.1;0
Juquitiba;27/09/2009;13.16;18.75;24.34;58.79;77.995;97.2;0
Juquitiba;28/09/2009;17.1;24.085;31.07;37.34;65.52;93.7;0
Juquitiba;29/09/2009;15.15;21.615;28.08;44.72;71.11;97.5;14.73
Juquitiba;30/09/2009;10.75;13.685;16.62;91.1;94.35;97.6;4.572
Juquitiba;01/10/2009;11.02;12.88;14.74;83.7;90.4;97.1;1.27
Juquitiba;02/10/2009;12.22;14.32;16.42;80.4;89.05;97.7;0
Juquitiba;03/10/2009;13.56;21.415;29.27;53.47;75.335;97.2;0
Juquitiba;04/10/2009;16.09;17.82;19.55;83;90.25;97.5;1.016
Juquitiba;05/10/2009;16.69;18.915;21.14;79.3;88.35;97.4;0.254
Juquitiba;06/10/2009;14.75;22.04;29.33;41.56;69.83;98.1;0
Juquitiba;07/10/2009;14.89;19.88;24.87;71;84.4;97.8;0
Juquitiba;08/10/2009;15.82;17.855;19.89;84.1;90.85;97.6;19.81
Juquitiba;09/10/2009;12.15;14.255;16.36;94.6;96.05;97.5;9.14
Juquitiba;10/10/2009;11.42;13.285;15.15;79.9;88.5;97.1;2.032
Juquitiba;11/10/2009;12.62;14.085;15.55;79.9;88.4;96.9;0.254
Juquitiba;12/10/2009;14.28;19.945;25.61;56.57;77.135;97.7;0
Juquitiba;13/10/2009;14.88;21.08;27.28;49.94;73.22;96.5;4.572
Juquitiba;14/10/2009;13.09;15.05;17.01;76.8;86.6;96.4;0.254
Juquitiba;15/10/2009;14.62;22.145;29.67;52.54;74.37;96.2;0.762
Juquitiba;16/10/2009;15.55;19.285;23.02;60.14;77.97;95.8;11.43
Juquitiba;17/10/2009;14.15;16.615;19.08;80.2;88.55;96.9;7.37
Juquitiba;18/10/2009;14.35;15.82;17.29;90.7;94.15;97.6;36.32
Juquitiba;19/10/2009;16.49;22.11;27.73;59.03;78.115;97.2;1.27
Juquitiba;20/10/2009;14.75;18.745;22.74;71.8;84.55;97.3;7.62
Juquitiba;21/10/2009;14.41;20.535;26.66;58.23;77.965;97.7;0.254
Juquitiba;22/10/2009;16.29;21.185;26.08;57.44;76.82;96.2;12.45
Juquitiba;23/10/2009;15.82;20.455;25.09;64.49;80.345;96.2;1.27
Juquitiba;24/10/2009;11.55;18.78;26.01;58.91;78.505;98.1;0
Juquitiba;25/10/2009;14.49;21.745;29;36.14;66.62;97.1;0
Juquitiba;26/10/2009;15.82;19.22;22.62;78.6;87.95;97.3;0.508
Juquitiba;27/10/2009;16.69;22.475;28.26;61.71;79.455;97.2;2.54
Juquitiba;28/10/2009;15.55;18.15;20.75;83;90;97;10.16
Juquitiba;29/10/2009;15.96;17.42;18.88;85.7;91.45;97.2;2.54
Juquitiba;30/10/2009;16.76;19.355;21.95;75.9;86.5;97.1;0.254
Juquitiba;31/10/2009;16.63;20.55;24.47;67.55;80.975;94.4;0
Juquitiba;01/11/2009;15.69;21.51;27.33;56.28;76.84;97.4;0
Juquitiba;02/11/2009;15.15;21.775;28.4;54.42;76.06;97.7;0
Juquitiba;03/11/2009;14.29;21.91;29.53;49.99;73.845;97.7;0
Juquitiba;04/11/2009;15.42;24.085;32.75;29.31;63.555;97.8;0
Juquitiba;05/11/2009;15.55;23.545;31.54;34.73;66.215;97.7;0.254
Juquitiba;06/11/2009;20.04;26.06;32.08;40.22;66.91;93.6;0.508
Juquitiba;07/11/2009;19.76;24.41;29.06;52.47;73.135;93.8;1.524
Juquitiba;08/11/2009;19.83;24.325;28.82;50.14;69.82;89.5;2.794
Juquitiba;09/11/2009;17.56;21.325;25.09;68.45;82.825;97.2;32
Juquitiba;10/11/2009;17.76;20.59;23.42;78.7;88.05;97.4;0.508
Juquitiba;11/11/2009;19.1;24.05;29;56.15;75.925;95.7;1.016
Juquitiba;12/11/2009;18.43;23.315;28.2;67.19;81.795;96.4;1.016
Juquitiba;13/11/2009;18.43;23.015;27.6;57.03;76.065;95.1;0
Juquitiba;14/11/2009;19.42;23.145;26.87;56.09;75.745;95.4;0
Juquitiba;15/11/2009;20.29;25.88;31.47;51.33;73.615;95.9;0.508
Juquitiba;16/11/2009;18.22;21.52;24.82;75.6;86.3;97;27.69
Juquitiba;17/11/2009;16.29;20.75;25.21;68.08;81.74;95.4;3.048
Juquitiba;18/11/2009;17.16;20.515;23.87;60.99;77.945;94.9;0
Juquitiba;19/11/2009;18.76;24.515;30.27;46.51;70.955;95.4;0
Juquitiba;20/11/2009;19.29;26.24;33.19;39.2;67.25;95.3;3.048
Juquitiba;21/11/2009;19.49;25.115;30.74;52.8;74.75;96.7;2.794
Juquitiba;22/11/2009;18.56;21.025;23.49;81.8;89.15;96.5;12.19
Juquitiba;23/11/2009;19.76;24.68;29.6;48.19;72.245;96.3;13.72
Juquitiba;24/11/2009;18.63;24.245;29.86;56.35;76.875;97.4;10.67
Juquitiba;25/11/2009;17.96;23.65;29.34;65.32;81.31;97.3;25.65
Juquitiba;26/11/2009;18.36;24.45;30.54;45.44;70.87;96.3;0.254
Juquitiba;27/11/2009;19.3;25.54;31.78;42.21;68.555;94.9;1.778
Juquitiba;28/11/2009;20.09;24.14;28.19;61.3;78.15;95;11.43
Juquitiba;29/11/2009;20.22;22.555;24.89;72.9;84.1;95.3;20.57
Juquitiba;30/11/2009;19.23;23.055;26.88;70.6;83.8;97;1.524
Juquitiba;01/12/2009;21.56;25.915;30.27;55.61;75.355;95.1;0
Juquitiba;02/12/2009;19.8;23.08;26.36;73.9;85.1;96.3;44.96
Juquitiba;03/12/2009;20.89;24.545;28.2;65.32;80.61;95.9;5.842
Juquitiba;04/12/2009;17.96;24.75;31.54;48.25;72.025;95.8;29.72
Juquitiba;05/12/2009;15.89;17.455;19.02;85;90.45;95.9;9.65
Juquitiba;06/12/2009;14.1;17.42;20.74;72.7;85.05;97.4;0
Juquitiba;07/12/2009;18.17;21.815;25.46;62.59;78.995;95.4;0
Juquitiba;08/12/2009;18.02;21.12;24.22;74.5;85.85;97.2;67.31
Juquitiba;09/12/2009;17.3;19.79;22.28;87.8;92.4;97;7.87
Juquitiba;10/12/2009;16.02;19.115;22.21;73;84.6;96.2;0
Juquitiba;11/12/2009;18.69;21.41;24.13;65.54;80.67;95.8;0
Juquitiba;12/12/2009;19.1;24.05;29;60.63;78.365;96.1;12.45
Juquitiba;13/12/2009;16.63;22.485;28.34;56.15;75.925;95.7;7.11
Juquitiba;14/12/2009;12.69;15.255;17.82;84.4;91.15;97.9;1.016
Juquitiba;15/12/2009;13.7;18.39;23.08;62.75;80.325;97.9;0
Juquitiba;16/12/2009;16.63;21.085;25.54;68.69;82.945;97.2;0
Juquitiba;17/12/2009;16.29;22.185;28.08;60.51;78.655;96.8;11.68
Juquitiba;18/12/2009;16.29;22.545;28.8;44.64;71.12;97.6;28.19
Juquitiba;19/12/2009;17.09;20.98;24.87;65.27;81.335;97.4;6.858
Juquitiba;20/12/2009;15.76;20.885;26.01;60.32;78.46;96.6;0
Juquitiba;21/12/2009;14.03;21.345;28.66;57.15;77.525;97.9;0.254
Juquitiba;22/12/2009;13.89;22.545;31.2;39.08;68.59;98.1;0
Juquitiba;23/12/2009;14.76;23.15;31.54;34;65.6;97.2;0
Juquitiba;24/12/2009;15.83;23.215;30.6;46.04;71.17;96.3;0
Juquitiba;25/12/2009;18.5;23.75;29;55.08;75.24;95.4;0.254
Juquitiba;26/12/2009;18.36;23.21;28.06;59.56;78.38;97.2;7.87
Juquitiba;27/12/2009;19.36;24.11;28.86;61.37;79.285;97.2;3.302
Juquitiba;28/12/2009;19.76;24.645;29.53;58.49;77.745;97;24.13
Juquitiba;29/12/2009;20.7;24.39;28.08;65.4;80.3;95.2;2.54
Juquitiba;30/12/2009;22;26;30;;0;;0.8
Juquitiba;01/01/2010;19.16;23.655;28.15;61.32;78.91;96.5;14.22
Juquitiba;02/01/2010;18.69;20.55;22.41;92.6;95;97.4;39.37
Juquitiba;03/01/2010;18.89;23.015;27.14;65.34;81.32;97.3;19.05
Juquitiba;04/01/2010;19.3;24.06;28.82;70.7;83.95;97.2;19.05
Juquitiba;05/01/2010;20;25.5;31;;0;;14
Juquitiba;06/01/2010;19;24.5;30;;0;;6
Juquitiba;07/01/2010;19;24;29;;0;;4
Juquitiba;08/01/2010;21;24.5;28;;0;;0.5
Juquitiba;09/01/2010;20;25.5;31;;0;;30
Juquitiba;10/01/2010;22;27.25;32.5;;0;;0
Juquitiba;11/01/2010;23.2;26.6;30;;0;;0.4
Juquitiba;12/01/2010;17;23.5;30;;0;;10
Juquitiba;13/01/2010;20;24.95;29.9;;0;;1
Juquitiba;14/01/2010;19.8;22.85;25.9;;0;;0
Juquitiba;15/01/2010;19.9;22.9;25.9;;0;;5.2
Juquitiba;16/01/2010;19.9;24.65;29.4;;0;;1
Juquitiba;17/01/2010;21.5;26.4;31.3;;0;;2.3
Juquitiba;18/01/2010;21.9;27.95;34;;0;;35
Juquitiba;19/01/2010;20;27.5;35;;0;;10
Juquitiba;20/01/2010;21;28.25;35.5;;0;;5
Juquitiba;21/01/2010;22.6;25.8;29;;0;;25
Juquitiba;22/01/2010;20;22;24;;0;;9
Juquitiba;23/01/2010;20;23.5;27;;0;;1
Juquitiba;24/01/2010;18.1;23.05;28;;0;;20
Juquitiba;25/01/2010;19;23.1;27.2;;0;;17.6
Juquitiba;26/01/2010;18;22.75;27.5;;0;;17
Juquitiba;27/01/2010;22;26.2;30.4;;0;;36.8
Juquitiba;28/01/2010;17;23;29;;0;;5
Juquitiba;29/01/2010;20;23.6;27.2;;0;;45.2
Juquitiba;30/01/2010;21.2;23.15;25.1;;0;;0
Juquitiba;31/01/2010;19.8;25.4;31;;0;;6.3
Juquitiba;01/02/2010;19;25.8;32.6;;0;;0.8
Juquitiba;02/02/2010;18.6;26;33.4;;0;;30.6
Juquitiba;03/02/2010;20;26.5;33;;0;;5
Juquitiba;04/02/2010;19;25.5;32;;0;;82.6
Juquitiba;05/02/2010;21;27.5;34;;0;;11
Juquitiba;06/02/2010;21;27;33;;0;;13.4
Juquitiba;07/02/2010;21;27;33;;0;;4
Juquitiba;08/02/2010;22;27;32;;0;;0
Juquitiba;09/02/2010;22.6;26.8;31;;0;;0
Juquitiba;10/02/2010;21;24.5;28;;0;;0
Juquitiba;11/02/2010;21;25.5;30;;0;;1
Juquitiba;12/02/2010;20;26;32;;0;;23
Juquitiba;13/02/2010;22;27.6;33.2;;0;;0
Juquitiba;14/02/2010;22.1;28.05;34;;0;;0
Juquitiba;15/02/2010;23;28.5;34;;0;;0
Juquitiba;16/02/2010;23.2;27.85;32.5;;0;;0
Juquitiba;17/02/2010;23.2;27.35;31.5;;0;;0
Juquitiba;18/02/2010;20;25.75;31.5;;0;;56.2
Juquitiba;19/02/2010;19.6;23.3;27;;0;;58.6
Juquitiba;20/02/2010;21;26;31;;0;;0
Juquitiba;21/02/2010;20.5;26.75;33;;0;;0
Juquitiba;22/02/2010;22.5;27.5;32.5;;0;;0
Juquitiba;23/02/2010;22;27.3;32.6;;0;;1.6
Juquitiba;24/02/2010;22.5;27.25;32;;0;;2.8
Juquitiba;25/02/2010;20;22.5;25;;0;;30
Juquitiba;26/02/2010;18;21;24;;0;;10
Juquitiba;27/02/2010;17.5;22.25;27;;0;;0
Juquitiba;28/02/2010;19.2;21.1;23;;0;;0
Juquitiba;01/03/2010;16.1;18.55;21;;0;;32.3
Juquitiba;02/03/2010;16.1;19.2;22.3;;0;;7
Juquitiba;03/03/2010;17.1;20.55;24;;0;;0.2
Juquitiba;04/03/2010;19;22.5;26;;0;;4.3
Juquitiba;05/03/2010;20;23;26;;0;;0
Juquitiba;06/03/2010;17;20;23;;0;;20
Juquitiba;07/03/2010;17;23;29;;0;;23
Juquitiba;08/03/2010;17.2;23.6;30;;0;;0
Juquitiba;09/03/2010;19;25;31;;0;;0
Juquitiba;10/03/2010;20;26;32;;0;;0
Juquitiba;11/03/2010;22;27;32;;0;;0
Juquitiba;12/03/2010;23;28;33;;0;;0
Juquitiba;13/03/2010;22;27.5;33;;0;;0
Juquitiba;14/03/2010;23;27;31;;0;;0
Juquitiba;15/03/2010;18;23;28;;0;;20
Juquitiba;16/03/2010;20.5;24.25;28;;0;;0.6
Juquitiba;17/03/2010;19;23;27;;0;;0
Juquitiba;18/03/2010;18;23;28;;0;;0
Juquitiba;19/03/2010;18;23;28;;0;;0
Juquitiba;20/03/2010;16.11;19.765;23.42;82.2;90.05;97.9;0
Juquitiba;21/03/2010;16.44;23.83;31.22;39.83;68.765;97.7;25.15
Juquitiba;22/03/2010;16.31;22.795;29.28;53.68;75.59;97.5;5.08
Juquitiba;23/03/2010;16.04;22.8;29.56;54.97;76.085;97.2;1.016
Juquitiba;24/03/2010;17.91;23.96;30.01;51.81;74.655;97.5;0
Juquitiba;25/03/2010;18.44;23.96;29.48;62;79.7;97.4;26.42
Juquitiba;26/03/2010;18.88;23.72;28.56;63.73;80.365;97;52.07
Juquitiba;27/03/2010;18.77;22.865;26.96;70.3;83.75;97.2;4.572
Juquitiba;28/03/2010;19.17;22.83;26.49;73.5;85.45;97.4;0.254
Juquitiba;29/03/2010;18.44;23.06;27.68;55.57;76.085;96.6;9.91
Juquitiba;30/03/2010;18.17;23.365;28.56;60.86;79.18;97.5;61.98
Juquitiba;31/03/2010;17.17;21.76;26.35;70.8;84.1;97.4;0.254
Juquitiba;01/04/2010;17.57;21.36;25.15;65.7;81.25;96.8;3.81
Juquitiba;02/04/2010;16.5;19.995;23.49;76.1;86.65;97.2;0
Juquitiba;03/04/2010;17.1;21.495;25.89;66.29;81.695;97.1;0
Juquitiba;04/04/2010;18.17;20.365;22.56;81.4;89.5;97.6;32
Juquitiba;05/04/2010;18.37;21.23;24.09;79.2;88.35;97.5;20.57
Juquitiba;06/04/2010;14.7;17.3;19.9;93.3;95.35;97.4;17.78
Juquitiba;07/04/2010;12.03;13.535;15.04;94.8;96.3;97.8;27.18
Juquitiba;08/04/2010;12.5;16.09;19.68;69.81;83.705;97.6;7.62
Juquitiba;09/04/2010;12.03;15.92;19.81;68.52;82.76;97;9.65
Juquitiba;10/04/2010;11.3;15.895;20.49;64.71;81.455;98.2;3.048
Juquitiba;11/04/2010;12.1;16.89;21.68;62.48;80.34;98.2;2.286
Juquitiba;12/04/2010;13.44;17.195;20.95;66.51;82.255;98;0.762
Juquitiba;13/04/2010;13.7;18.39;23.08;58.87;78.085;97.3;0.254
Juquitiba;14/04/2010;14.17;19.76;25.35;46.4;71.95;97.5;0
Juquitiba;15/04/2010;15.31;20.295;25.28;51.09;74.095;97.1;0
Juquitiba;16/04/2010;13.04;19.865;26.69;49.35;73.775;98.2;0
Juquitiba;17/04/2010;12.17;20.39;28.61;36.41;67.205;98;0
Juquitiba;18/04/2010;12.37;20.695;29.02;23.63;60.965;98.3;0.254
Juquitiba;19/04/2010;11.9;19.665;27.43;27.39;62.895;98.4;0
Juquitiba;20/04/2010;12.24;20.59;28.94;40.37;69.285;98.2;0.254
Juquitiba;21/04/2010;13.31;21.26;29.21;39.83;68.415;97;0
Juquitiba;22/04/2010;14.11;21.895;29.68;38.15;67.525;96.9;0.254
Juquitiba;23/04/2010;15.44;22.63;29.82;42.05;69.475;96.9;0
Juquitiba;24/04/2010;16.77;21;25.23;73.5;85.55;97.6;47.75
Juquitiba;25/04/2010;17.04;20.17;23.3;72.8;85.25;97.7;0.762
