Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;10/01/2021;18.67;22.695;26.72;62.2;78.7;95.2;0.508
Juquitiba;11/01/2021;19.47;24.16;28.85;60;77.45;94.9;4.826
Juquitiba;12/01/2021;19.61;25.115;30.62;53.8;74.5;95.2;0.508
Juquitiba;13/01/2021;19.94;24.775;29.61;54.25;74.625;95;0.508
Juquitiba;14/01/2021;19.41;23.145;26.88;65.81;80.605;95.4;21.08
Juquitiba;15/01/2021;18.14;23.095;28.05;58.59;76.995;95.4;0
Juquitiba;16/01/2021;16.09;22.195;28.3;51.54;73.87;96.2;13.46
Juquitiba;17/01/2021;19.34;24.17;29;47.27;71.335;95.4;0.508
Juquitiba;18/01/2021;19.34;24.415;29.49;46.48;70.39;94.3;3.048
Juquitiba;19/01/2021;18.61;24.775;30.94;42.35;68.975;95.6;28.19
Juquitiba;20/01/2021;19.14;20.85;22.56;86.9;91.35;95.8;2.032
Juquitiba;21/01/2021;17.94;23.905;29.87;53.91;74.855;95.8;2.286
Juquitiba;22/01/2021;18.34;23.65;28.96;54.78;75.14;95.5;0
Juquitiba;23/01/2021;17.74;24.04;30.34;44.75;70.375;96;4.826
Juquitiba;24/01/2021;18.08;24.175;30.27;42.55;69.275;96;2.54
Juquitiba;25/01/2021;17.61;23.215;28.82;54.6;75.4;96.2;19.05
Juquitiba;26/01/2021;17.14;24.235;31.33;35.17;65.685;96.2;5.588
Juquitiba;27/01/2021;17.88;23.96;30.04;45.96;70.88;95.8;0
Juquitiba;28/01/2021;17.28;24.44;31.6;39.09;67.445;95.8;5.842
Juquitiba;29/01/2021;17.02;24.31;31.6;36.7;66.3;95.9;3.302
Juquitiba;30/01/2021;17.62;24.71;31.8;35.17;65.435;95.7;0
Juquitiba;31/01/2021;17.88;25.405;32.93;26.92;61.16;95.4;0.508
Juquitiba;01/02/2021;18.67;25.035;31.4;38.36;66.78;95.2;1.27
Juquitiba;02/02/2021;17.61;23.765;29.92;47.35;71.275;95.2;0
Juquitiba;03/02/2021;16.69;24.21;31.73;41.88;69.09;96.3;28.45
Juquitiba;04/02/2021;17.82;25.205;32.59;41.81;69.255;96.7;0.508
Juquitiba;05/02/2021;17.94;25.3;32.66;41.16;68.78;96.4;7.87
Juquitiba;06/02/2021;15.7;20.165;24.63;61.22;78.96;96.7;0.254
Juquitiba;07/02/2021;15.31;21.7;28.09;43.68;70.24;96.8;0
Juquitiba;08/02/2021;13.52;19.855;26.19;51.09;74.045;97;0
Juquitiba;09/02/2021;11.85;19.55;27.25;31.59;64.295;97;0
Juquitiba;10/02/2021;14.78;20.95;27.12;46.57;71.685;96.8;0
Juquitiba;11/02/2021;16.16;21.975;27.79;48.17;72.235;96.3;0
Juquitiba;12/02/2021;16.03;20.95;25.87;55.69;76.595;97.5;9.4
Juquitiba;13/02/2021;17.03;21.915;26.8;51.89;74.595;97.3;54.86
Juquitiba;14/02/2021;14.78;21.185;27.59;54.61;76.005;97.4;8.38
Juquitiba;15/02/2021;16.16;22.595;29.03;47.09;72.095;97.1;0.254
Juquitiba;16/02/2021;15.36;22.92;30.48;32.77;65.085;97.4;3.048
Juquitiba;17/02/2021;16.42;23.85;31.28;33.38;65.24;97.1;2.794
Juquitiba;18/02/2021;14.71;22.47;30.23;47.48;72.24;97;3.556
Juquitiba;19/02/2021;16.09;23.525;30.96;38.9;67.9;96.9;0.254
Juquitiba;20/02/2021;16.23;23.16;30.09;42.16;69.68;97.2;0.254
Juquitiba;21/02/2021;16.49;22.995;29.5;42.76;69.93;97.1;0
Juquitiba;22/02/2021;17.01;23.215;29.42;47.94;72.37;96.8;1.778
Juquitiba;23/02/2021;14.11;21.11;28.11;53.21;75.055;96.9;0.254
Juquitiba;24/02/2021;14.85;24.12;33.39;28.05;62.525;97;0
Juquitiba;25/02/2021;17.01;23.585;30.16;47.62;72.36;97.1;39.62
Juquitiba;26/02/2021;17.21;21.87;26.53;63.14;80.07;97;2.54
Juquitiba;27/02/2021;16.81;21.25;25.69;57.83;77.415;97;6.096
Juquitiba;28/02/2021;17.21;22.07;26.93;52.29;74.595;96.9;9.4
Juquitiba;01/03/2021;16.74;22.495;28.25;49.95;73.375;96.8;11.43
Juquitiba;02/03/2021;18.01;23.765;29.52;51.15;74.175;97.2;2.286
Juquitiba;03/03/2021;17.68;24.55;31.42;41.56;69.33;97.1;0.254
Juquitiba;04/03/2021;17.54;24.245;30.95;38.3;67.8;97.3;15.49
Juquitiba;06/03/2021;17.88;22.075;26.27;56.62;76.71;96.8;2.54
Juquitiba;07/03/2021;17.28;22.37;27.46;61.07;78.435;95.8;15.75
Juquitiba;08/03/2021;17.21;20.77;24.33;73.7;84.7;95.7;2.032
Juquitiba;09/03/2021;15.23;22.34;29.45;46.37;71.185;96;0
Juquitiba;10/03/2021;13.12;22.07;31.02;29.65;62.925;96.2;3.048
Juquitiba;11/03/2021;14.98;21.87;28.76;42.03;69.115;96.2;0
Juquitiba;12/03/2021;16.95;23.82;30.69;42.03;68.915;95.8;1.778
Juquitiba;14/03/2021;15.16;23.225;31.29;42.69;69.295;95.9;0
Juquitiba;15/03/2021;15.5;24.515;33.53;28.92;62.36;95.8;0
Juquitiba;16/03/2021;16.55;23.785;31.02;36.37;66.035;95.7;0
Juquitiba;17/03/2021;15.31;24.385;33.46;34.77;65.085;95.4;0
Juquitiba;18/03/2021;17.21;24.54;31.87;39.83;67.665;95.5;1.524
Juquitiba;19/03/2021;17.08;23.36;29.64;48.16;71.93;95.7;37.59
Juquitiba;20/03/2021;18.28;23.5;28.72;56.08;75.94;95.8;1.778
Juquitiba;21/03/2021;17.01;23.65;30.29;50.34;73.12;95.9;0
Juquitiba;22/03/2021;16.49;24.475;32.46;34.77;65.285;95.8;0
Juquitiba;23/03/2021;16.29;23.795;31.3;43.7;69.7;95.7;0
Juquitiba;24/03/2021;16.89;23.89;30.89;41.95;68.875;95.8;0
Juquitiba;25/03/2021;17.68;25.38;33.08;34.44;65.22;96;0
Juquitiba;26/03/2021;17.48;24.985;32.49;41.83;68.915;96;0
Juquitiba;27/03/2021;16.56;24.81;33.06;38.49;67.295;96.1;0
Juquitiba;28/03/2021;16.82;25.74;34.66;21.34;59.12;96.9;4.572
Juquitiba;29/03/2021;16.89;24.52;32.15;33.32;64.81;96.3;0.254
Juquitiba;30/03/2021;15.43;24.415;33.4;34.24;65.47;96.7;26.16
Juquitiba;01/04/2021;11.58;18.865;26.15;41.26;68.93;96.6;0
Juquitiba;02/04/2021;12.18;18.925;25.67;44.3;70.45;96.6;0
Juquitiba;03/04/2021;13.64;20.225;26.81;40.06;68.33;96.6;0
Juquitiba;05/04/2021;14.44;19.065;23.69;57.64;76.82;96;3.81
Juquitiba;06/04/2021;14.31;20.015;25.72;48.64;72.32;96;0
Juquitiba;07/04/2021;15.24;18.975;22.71;70.6;83.3;96;1.524
Juquitiba;08/04/2021;13.78;19.69;25.6;49.03;72.515;96;0
Juquitiba;09/04/2021;14.24;20.575;26.91;36.25;66.225;96.2;0
Juquitiba;10/04/2021;11.58;20.505;29.43;33.45;64.775;96.1;0
Juquitiba;11/04/2021;11.18;20.505;29.83;28.6;62.55;96.5;0
Juquitiba;12/04/2021;11.52;20.57;29.62;30.19;63.495;96.8;0
Juquitiba;13/04/2021;13.12;22.005;30.89;33.05;64.725;96.4;0.508
Juquitiba;14/04/2021;12.98;17.11;21.24;60.44;78.27;96.1;1.778
Juquitiba;15/04/2021;14.25;19.105;23.96;47.85;72.025;96.2;0
Juquitiba;16/04/2021;14.84;20.06;25.28;45.19;70.145;95.1;0
Juquitiba;17/04/2021;15.11;22.18;29.25;41.31;68.755;96.2;0
Juquitiba;18/04/2021;14.63;20.755;26.88;45.25;70.725;96.2;12.7
Juquitiba;20/04/2021;14.37;20.06;25.75;50.52;73.46;96.4;17.53
Juquitiba;21/04/2021;13.11;17.54;21.97;74.6;85.5;96.4;12.95
Juquitiba;22/04/2021;12.32;16.55;20.78;79;87.6;96.2;29.21
Juquitiba;23/04/2021;11.18;16.845;22.51;54.98;75.69;96.4;0
Juquitiba;24/04/2021;12.98;18.83;24.68;46.79;71.545;96.3;0
Juquitiba;25/04/2021;13.44;19.7;25.96;45.46;70.88;96.3;0
Juquitiba;26/04/2021;13.71;21.11;28.51;27.01;61.705;96.4;0
Juquitiba;27/04/2021;15.09;20.955;26.82;47.32;71.86;96.4;0.508
Juquitiba;28/04/2021;11.45;16.78;22.11;65.9;81.15;96.4;0.508
Juquitiba;29/04/2021;10.78;18.435;26.09;45.72;71.06;96.4;0
Juquitiba;30/04/2021;10.66;17.545;24.43;40;68.3;96.6;1.524
Juquitiba;01/05/2021;9.67;14.465;19.26;63.44;79.92;96.4;0.254
Juquitiba;02/05/2021;9.87;16.545;23.22;45.39;70.945;96.5;0.254
Juquitiba;03/05/2021;8.47;16.665;24.86;33.19;64.895;96.6;0
Juquitiba;04/05/2021;8.8;17.56;26.32;31.13;64.065;97;0
Juquitiba;05/05/2021;9.53;18.39;27.25;30.93;64.515;98.1;0.254
Juquitiba;06/05/2021;9.87;18.355;26.84;35.52;66.61;97.7;0
Juquitiba;07/05/2021;13.51;20.88;28.25;24.74;61.27;97.8;1.778
Juquitiba;08/05/2021;12.51;14.13;15.75;92.8;95.5;98.2;5.334
Juquitiba;09/05/2021;11.85;15.52;19.19;65.4;81.4;97.4;2.54
Juquitiba;10/05/2021;10.99;16.275;21.56;56.9;77.2;97.5;0
Juquitiba;11/05/2021;10.32;17.19;24.06;40.78;69.09;97.4;0
Juquitiba;12/05/2021;10.32;18.055;25.79;30.4;64.7;99;0
Juquitiba;13/05/2021;11.65;14;16.35;88.4;93.2;98;38.61
Juquitiba;14/05/2021;11.45;15.09;18.73;61.66;79.43;97.2;0.254
Juquitiba;15/05/2021;12.38;15.715;19.05;62.78;80.04;97.3;0
Juquitiba;16/05/2021;13.25;16.385;19.52;64.05;80.725;97.4;0
Juquitiba;17/05/2021;10.92;17.36;23.8;47.37;72.285;97.2;0
Juquitiba;18/05/2021;11.05;17.82;24.59;33.93;65.715;97.5;0
Juquitiba;19/05/2021;9.6;14.955;20.31;58.44;77.97;97.5;0
Juquitiba;20/05/2021;6.815;155.075;24.2;37.32;67.51;97.7;0
Juquitiba;21/05/2021;6.949;163.695;25.79;30.4;63.9;97.4;0
Juquitiba;22/05/2021;9.67;18.66;27.65;22.81;60.105;97.4;0
Juquitiba;23/05/2021;14.7;17.22;19.74;67.46;83.03;98.6;5.08
Juquitiba;24/05/2021;6.283;142.565;22.23;59.77;77.835;95.9;0
Juquitiba;25/05/2021;3.696;12.493;21.29;22.29;61.145;100;0
Juquitiba;26/05/2021;3.696;13.913;24.13;28.47;64.235;100;0
Juquitiba;27/05/2021;4.63;14.315;24;20.42;60.21;100;0
Juquitiba;28/05/2021;9.8;18.09;26.38;31.48;65.74;100;0
Juquitiba;29/05/2021;10.4;19.325;28.25;31.53;65.765;100;0.508
Juquitiba;30/05/2021;15.69;21.405;27.12;47.03;73.515;100;0.254
Juquitiba;31/05/2021;13.97;16.79;19.61;83.9;91.9;99.9;12.19
Juquitiba;01/06/2021;11.45;14.76;18.07;77.5;88;98.5;2.794
Juquitiba;02/06/2021;10.78;16.525;22.27;53.64;75.97;98.3;0
Juquitiba;03/06/2021;10.39;18.62;26.85;31.26;65.23;99.2;0
Juquitiba;04/06/2021;10.52;18.42;26.32;49.09;74.045;99;0
Juquitiba;05/06/2021;12.04;19.28;26.52;48.36;73.38;98.4;0
Juquitiba;06/06/2021;10.58;18.71;26.84;29.8;64.45;99.1;0
Juquitiba;07/06/2021;10.65;18.255;25.86;43.06;70.73;98.4;0.508
Juquitiba;08/06/2021;14.36;15.585;16.81;96.1;96.7;97.3;10.16
Juquitiba;09/06/2021;14.36;15.62;16.88;96;96.7;97.4;1.524
Juquitiba;10/06/2021;14.62;19.145;23.67;49.57;73.485;97.4;0
Juquitiba;11/06/2021;14.43;16.975;19.52;76.6;86.95;97.3;1.524
Juquitiba;06/07/2021;9.98;12.58;15.18;76.5;86.4;96.3;0.254
Juquitiba;07/07/2021;8.32;13.375;18.43;54.36;75.83;97.3;0
Juquitiba;08/07/2021;8.32;14.11;19.9;54.69;76.195;97.7;0
Juquitiba;09/07/2021;9.72;15.835;21.95;43.61;69.755;95.9;0
Juquitiba;10/07/2021;9.72;15.505;21.29;49.82;72.91;96;0
Juquitiba;11/07/2021;6.729;162.045;25.68;22.6;59.1;95.6;0
Juquitiba;12/07/2021;6.662;15.336;24.01;28.01;61.905;95.8;0
Juquitiba;13/07/2021;6.662;15.571;24.48;26.47;62.035;97.6;0.254
Juquitiba;14/07/2021;6.662;15.936;25.21;23.47;60.585;97.7;0
Juquitiba;15/07/2021;7.46;16.205;24.95;26.01;60.905;95.8;0
Juquitiba;16/07/2021;7.6;17.105;26.61;23.6;59.7;95.8;0
Juquitiba;17/07/2021;11.38;14.875;18.37;71.6;84.25;96.9;11.18
Juquitiba;18/07/2021;8.32;15.105;21.89;69.76;83.63;97.5;8.38
Juquitiba;19/07/2021;1.796;12.173;22.55;17.67;57.235;96.8;0
Juquitiba;20/07/2021;-0.795;87.125;18.22;12.47;50.585;88.7;0
Juquitiba;21/07/2021;-0.728;7.286;15.3;45.03;70.915;96.8;0
Juquitiba;22/07/2021;6.988;15.264;23.54;15.87;57.335;98.8;0
Juquitiba;23/07/2021;7.52;14.27;21.02;44.88;71.69;98.5;0
Juquitiba;24/07/2021;6.067;155.085;24.95;25.2;61.65;98.1;0
Juquitiba;25/07/2021;5.869;166.045;27.34;12.6;55.35;98.1;0.254
Juquitiba;26/07/2021;5.335;156.075;25.88;19;57.35;95.7;0
Juquitiba;27/07/2021;5.602;16.306;27.01;19.47;55.785;92.1;0
Juquitiba;28/07/2021;9.99;18.74;27.49;21.81;59.855;97.9;16.51
Juquitiba;29/07/2021;0.8;5.53;10.26;91.7;95;98.3;2.54
Juquitiba;30/07/2021;-2.331;49.195;12.17;31.15;63.725;96.3;0
Juquitiba;31/07/2021;-2.131;53.195;12.77;44.56;70.98;97.4;0
Juquitiba;01/08/2021;3.265;99.825;16.7;36.22;65.91;95.6;0
Juquitiba;02/08/2021;6.734;13.617;20.5;42.56;69.48;96.4;0
Juquitiba;03/08/2021;9.79;16.14;22.49;35.68;65.94;96.2;0
Juquitiba;04/08/2021;9.99;13.95;17.91;51.23;72.115;93;0.254
Juquitiba;05/08/2021;9.39;13.71;18.03;45.75;69.725;93.7;0
Juquitiba;06/08/2021;9.92;14.375;18.83;50.82;72.01;93.2;0
Juquitiba;07/08/2021;10.72;16.705;22.69;46.88;72.44;98;0
Juquitiba;08/08/2021;10.65;16.57;22.49;48.68;73.44;98.2;0
Juquitiba;09/08/2021;8.12;16.17;24.22;33.34;65.77;98.2;0
Juquitiba;10/08/2021;7.27;17.245;27.22;19.87;58.885;97.9;0
Juquitiba;11/08/2021;7.34;17.975;28.61;13.74;54.47;95.2;0
Juquitiba;12/08/2021;10.26;12.98;15.7;77.1;87.9;98.7;2.54
Juquitiba;13/08/2021;10.06;12.35;14.64;75.7;87.15;98.6;2.54
Juquitiba;14/08/2021;9.99;11.59;13.19;92.4;95.35;98.3;2.794
Juquitiba;15/08/2021;11.85;14.945;18.04;70.5;84.3;98.1;1.016
Juquitiba;16/08/2021;12.65;19.07;25.49;45.88;71.94;98;0
Juquitiba;17/08/2021;9.19;12.42;15.65;82.5;90.3;98.1;11.18
Juquitiba;18/08/2021;9.86;20.335;30.81;21.54;59.72;97.9;0
Juquitiba;19/08/2021;10.93;21.34;31.75;14.67;56.735;98.8;0
Juquitiba;20/08/2021;9.93;20.74;31.55;11.54;55.27;99;0.254
Juquitiba;21/08/2021;9.66;19.57;29.48;17.87;56.285;94.7;0
Juquitiba;22/08/2021;8.66;18.305;27.95;31.14;64.27;97.4;0
Juquitiba;23/08/2021;9.33;19.145;28.96;14.14;55.57;97;0
Juquitiba;24/08/2021;9.53;20.04;30.55;14.14;51.12;88.1;0
Juquitiba;25/08/2021;11.06;21.34;31.62;13.8;52.5;91.2;0
Juquitiba;26/08/2021;11.86;21.67;31.48;16.67;51.435;86.2;0
Juquitiba;27/08/2021;13.12;21.835;30.55;18.34;57.47;96.6;0
Juquitiba;28/08/2021;11.99;14.29;16.59;77.9;88;98.1;29.21
Juquitiba;29/08/2021;12.19;14.78;17.37;74.4;86.3;98.2;8.38
Juquitiba;30/08/2021;13.79;15.325;16.86;82.1;90.05;98;7.62
Juquitiba;31/08/2021;13.05;16.275;19.5;64.71;81.355;98;0.508
Juquitiba;01/09/2021;13.25;17.275;21.3;54.36;71.28;88.2;0
Juquitiba;02/09/2021;11.06;17.31;23.56;34.61;66.305;98;0
Juquitiba;03/09/2021;10.26;18.71;27.16;27.28;62.89;98.5;0
Juquitiba;04/09/2021;11.39;20.505;29.62;18.54;58.62;98.7;0
Juquitiba;05/09/2021;14.59;20.205;25.82;47.48;73.19;98.9;0.254
Juquitiba;06/09/2021;14.85;22.305;29.76;25.81;62.205;98.6;0.254
Juquitiba;07/09/2021;14.52;17.945;21.37;69.9;83.35;96.8;0.254
Juquitiba;08/09/2021;15.19;19.875;24.56;50.09;74.045;98;0.254
Juquitiba;09/09/2021;16.19;24.005;31.82;23.47;61.185;98.9;3.302
Juquitiba;10/09/2021;15.26;20.945;26.63;54.42;76.81;99.2;6.35
Juquitiba;11/09/2021;14.85;18.91;22.97;64.1;81.45;98.8;0.254
Juquitiba;12/09/2021;12.92;17.645;22.37;58.96;78.88;98.8;0
Juquitiba;13/09/2021;12.92;20.87;28.82;40.01;69.605;99.2;0
Juquitiba;14/09/2021;15.06;24.215;33.37;19.68;59.34;99;0
Juquitiba;15/09/2021;17.39;24.715;32.04;20.48;53.24;86;0
Juquitiba;16/09/2021;14.45;16.52;18.59;84.4;91.85;99.3;3.302
Juquitiba;17/09/2021;13.19;15.025;16.86;87.2;93.3;99.4;16.76
Juquitiba;18/09/2021;13.45;15.32;17.19;83.8;91.5;99.2;0.254
Juquitiba;19/09/2021;14.12;21.11;28.1;53.09;76.145;99.2;0
Juquitiba;20/09/2021;14.25;20.94;27.63;55.83;77.365;98.9;0
Juquitiba;21/09/2021;16.32;25.375;34.43;20.67;60.185;99.7;0
Juquitiba;22/09/2021;10.59;21.345;32.1;31.08;65.54;100;4.064
Juquitiba;23/09/2021;10.73;12.86;14.99;75.7;87.85;100;3.556
Juquitiba;24/09/2021;11.27;14.225;17.18;55.78;70.64;85.5;0
Juquitiba;25/09/2021;11.86;18.015;24.17;44.22;68.21;92.2;0
Juquitiba;26/09/2021;13.33;18.35;23.37;53.56;75.18;96.8;0
Juquitiba;27/09/2021;12.33;20.115;27.9;43.15;71.075;99;0
Juquitiba;28/09/2021;11.07;19.785;28.5;31.02;64.91;98.8;0
Juquitiba;29/09/2021;14.07;23.02;31.97;21.48;54.99;88.5;0
Juquitiba;30/09/2021;14.72;19.945;25.17;51.89;73.095;94.3;0
Juquitiba;01/10/2021;14.05;17.145;20.24;67.38;83.44;99.5;0.762
Juquitiba;02/10/2021;13.86;16.09;18.32;79.6;89.6;99.6;7.11
Juquitiba;03/10/2021;14.86;20.145;25.43;51.56;75.78;100;1.778
Juquitiba;05/10/2021;13.12;15.72;18.32;98.5;99.2;99.9;17.53
Juquitiba;06/10/2021;13.39;15.39;17.39;80;90;100;0
Juquitiba;07/10/2021;14.45;20.41;26.37;58.36;79.13;99.9;1.016
Juquitiba;08/10/2021;12.06;14.46;16.86;96.4;98.2;100;2.286
Juquitiba;09/10/2021;12.53;16.05;19.57;65.17;82.235;99.3;0.508
Juquitiba;10/10/2021;13.39;15.055;16.72;88.7;94.25;99.8;12.45
Juquitiba;11/10/2021;13.99;15.855;17.72;81.6;90.75;99.9;1.524
Juquitiba;12/10/2021;14.59;16.89;19.19;78.2;88.65;99.1;0.508
Juquitiba;13/10/2021;12.79;18.645;24.5;55.63;77.815;100;0.254
Juquitiba;14/10/2021;12.8;19.75;26.7;53.03;76.515;100;0
Juquitiba;15/10/2021;14.6;21.25;27.9;42.02;71.01;100;0
Juquitiba;17/10/2021;14.46;20.18;25.9;56.23;78.115;100;1.778
Juquitiba;18/10/2021;13.8;15.43;17.06;83.1;91.55;100;11.43
Juquitiba;19/10/2021;13;14.73;16.46;84.5;92.25;100;4.064
Juquitiba;20/10/2021;9;12.26;15.52;87.4;93.7;100;11.43
Juquitiba;21/10/2021;10.73;13.425;16.12;61.8;80.9;100;1.524
Juquitiba;22/10/2021;9.87;14.825;19.78;58.84;79.42;100;0.254
Juquitiba;23/10/2021;8.54;16.72;24.9;29.41;64.705;100;0
Juquitiba;24/10/2021;12.73;21.615;30.5;22.14;61.07;100;32.51
Juquitiba;25/10/2021;12.47;16.96;21.45;69.59;84.795;100;4.318
Juquitiba;26/10/2021;14.79;17.12;19.45;62.65;80.625;98.6;0
Juquitiba;27/10/2021;15.66;18.22;20.78;73.4;86.7;100;0.762
Juquitiba;28/10/2021;16.19;18.29;20.39;84;92;100;6.35
Juquitiba;30/10/2021;15.12;19.375;23.63;62.17;81.085;100;0.762
Juquitiba;31/10/2021;15.86;19.65;23.44;63.84;80.87;97.9;0.508
Juquitiba;01/11/2021;15.52;17.425;19.33;76.4;88.2;100;5.588
Juquitiba;02/11/2021;15.59;19.91;24.23;59.43;79.715;100;1.524
Juquitiba;03/11/2021;15.53;19.715;23.9;57.5;78.75;100;0.762
Juquitiba;04/11/2021;14.2;19.585;24.97;52.76;76.38;100;0.254
Juquitiba;05/11/2021;14.73;21.25;27.77;33.88;66.94;100;0
Juquitiba;06/11/2021;12.87;19.42;25.97;50.89;75.445;100;0
Juquitiba;07/11/2021;12.94;20.59;28.24;32.48;66.24;100;0
Juquitiba;08/11/2021;15.2;20.45;25.7;43.16;67.03;90.9;0
Juquitiba;09/11/2021;15.8;20.19;24.58;51.77;73.735;95.7;0
Juquitiba;10/11/2021;15.13;17.46;19.79;73.9;84.75;95.6;0
Juquitiba;11/11/2021;14.74;19.555;24.37;50.89;71.095;91.3;0
Juquitiba;12/11/2021;12.87;15.065;17.26;76.4;86.4;96.4;1.524
Juquitiba;13/11/2021;9.67;13.665;17.66;65.27;80.785;96.3;0
Juquitiba;14/11/2021;12.27;16.725;21.18;33.89;62.595;91.3;0
Juquitiba;15/11/2021;10.08;17.49;24.9;46.49;73.245;100;0
Juquitiba;16/11/2021;10.34;17.69;25.04;50.7;75.35;100;0
Juquitiba;17/11/2021;12.14;21.195;30.25;25.82;62.56;99.3;0
Juquitiba;18/11/2021;18.06;24.355;30.65;26.28;57.44;88.6;0
Juquitiba;19/11/2021;16.93;20.925;24.92;65.25;82.625;100;19.56
Juquitiba;20/11/2021;15.2;17.33;19.46;100;100;100;9.4
Juquitiba;21/11/2021;12.47;16.525;20.58;72.1;86.05;100;1.524
Juquitiba;22/11/2021;10.08;15.13;20.18;58.85;79.425;100;0
Juquitiba;23/11/2021;8.88;18.63;28.38;13.34;56.67;100;0
Juquitiba;24/11/2021;15.34;24.36;33.38;11.07;48.085;85.1;0
Juquitiba;25/11/2021;16.07;18.76;21.45;69.26;79.83;90.4;0
Juquitiba;26/11/2021;17.53;23.655;29.78;41.23;69.915;98.6;1.778
Juquitiba;27/11/2021;18.26;21.055;23.85;59.32;78.41;97.5;1.524
Juquitiba;28/11/2021;15.61;22.595;29.58;29.69;64.845;100;0
Juquitiba;29/11/2021;15.34;21.925;28.51;46.16;73.08;100;0
Juquitiba;30/11/2021;19.06;25.555;32.05;29.15;61.925;94.7;0
Juquitiba;01/12/2021;16.4;22.455;28.51;49.83;74.915;100;11.94
Juquitiba;02/12/2021;16.61;21.795;26.98;54.9;77.45;100;0.254
Juquitiba;03/12/2021;15.34;19.965;24.59;59.78;79.89;100;0.508
Juquitiba;04/12/2021;14.14;17.965;21.79;63.72;81.86;100;1.778
Juquitiba;05/12/2021;13.54;19.295;25.05;56.05;78.025;100;0
Juquitiba;06/12/2021;15.14;20.995;26.85;47.16;73.58;100;1.016
Juquitiba;07/12/2021;15.41;21.16;26.91;47.83;73.915;100;12.7
Juquitiba;08/12/2021;13.34;15.6;17.86;79.8;89.9;100;32.51
Juquitiba;09/12/2021;12.21;16;19.79;68.33;84.165;100;8.13
Juquitiba;10/12/2021;12.67;17.76;22.85;46.57;73.285;100;0
Juquitiba;11/12/2021;10.68;17.96;25.24;43.16;71.58;100;0
Juquitiba;12/12/2021;12.41;21.66;30.91;11.47;52.585;93.7;0
Juquitiba;13/12/2021;15.41;23.695;31.98;20.08;60.04;100;0
Juquitiba;14/12/2021;16.74;23.025;29.31;47.36;73.68;100;5.334
Juquitiba;15/12/2021;19;22.46;25.92;74;87;100;22.86
Juquitiba;16/12/2021;18.94;22.83;26.72;58.45;79.225;100;7.11
Juquitiba;17/12/2021;19.07;24.29;29.51;47.57;73.785;100;15.75
Juquitiba;18/12/2021;17.4;20.825;24.25;74.3;87.15;100;2.794
Juquitiba;19/12/2021;15.34;19.53;23.72;63.39;81.695;100;3.556
Juquitiba;20/12/2021;13.07;17.895;22.72;55.31;77.655;100;0
Juquitiba;21/12/2021;13.54;19.295;25.05;50.98;75.49;100;0
Juquitiba;22/12/2021;16.47;23.19;29.91;42.76;71.38;100;0
Juquitiba;23/12/2021;15.14;23.125;31.11;33.62;66.81;100;14.73
Juquitiba;24/12/2021;14.67;18.595;22.52;60.85;80.425;100;2.794
Juquitiba;25/12/2021;10.88;16.8;22.72;55.91;77.955;100;2.794
Juquitiba;26/12/2021;11.54;18.165;24.79;49.03;74.515;100;0
Juquitiba;27/12/2021;12.74;21.625;30.51;25.15;62.575;100;0
Juquitiba;28/12/2021;16.21;22.995;29.78;37.56;68.78;100;3.048
Juquitiba;29/12/2021;16.88;21.36;25.84;49.7;74.85;100;0
Juquitiba;30/12/2021;16.81;21.86;26.91;51.23;75.615;100;0
Juquitiba;31/12/2021;16.54;20.13;23.72;64.32;82.16;100;44.7
Juquitiba;01/01/2022;15.47;19.66;23.85;71.1;85.55;100;28.96
Juquitiba;02/01/2022;16.01;22.56;29.11;46.56;73.28;100;0.254
Juquitiba;03/01/2022;17.73;23.755;29.78;40.76;70.38;100;0.508
Juquitiba;04/01/2022;17.74;22.925;28.11;54.17;77.085;100;4.826
Juquitiba;05/01/2022;19.27;24.16;29.05;52.17;76.085;100;18.8
Juquitiba;06/01/2022;18.74;23.325;27.91;55.9;77.95;100;2.032
Juquitiba;07/01/2022;16.88;20.435;23.99;79.3;89.65;100;20.07
Juquitiba;08/01/2022;15.81;18.07;20.33;89;94.5;100;6.35
Juquitiba;09/01/2022;15.47;18.195;20.92;72.4;86.2;100;2.286
Juquitiba;10/01/2022;14.81;16.9;18.99;69.07;84.535;100;9.65
Juquitiba;11/01/2022;15.81;19.265;22.72;73.5;86.75;100;3.556
Juquitiba;12/01/2022;17.21;19.765;22.32;84.7;92.35;100;6.604
Juquitiba;14/01/2022;17.81;22.03;26.25;65.38;82.69;100;1.778
Juquitiba;15/01/2022;18.54;24.66;30.78;49.43;74.715;100;7.87
Juquitiba;16/01/2022;17.08;22.17;27.26;59.32;79.66;100;0.762
Juquitiba;17/01/2022;16.21;22.895;29.58;38.03;69.015;100;0.254
Juquitiba;18/01/2022;16.21;23.33;30.45;40.56;70.28;100;3.81
Juquitiba;19/01/2022;16.68;24.535;32.39;33.69;66.845;100;25.4
Juquitiba;20/01/2022;15.22;23.605;31.99;30.42;65.21;100;4.572
Juquitiba;21/01/2022;17.41;24.635;31.86;38.3;69.15;100;7.37
Juquitiba;22/01/2022;16.61;23.73;30.85;40.56;70.28;100;0.254
Juquitiba;23/01/2022;16.28;23.365;30.45;27.42;63.71;100;0
Juquitiba;24/01/2022;17.08;24.065;31.05;46.97;73.485;100;0
